mc12_8TeV.176420.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0229894
mc12_8TeV.176421.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0197634
mc12_8TeV.176422.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0163196
mc12_8TeV.176423.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0499732
mc12_8TeV.176424.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0413014
mc12_8TeV.176425.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0339210
mc12_8TeV.176426.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0275940
mc12_8TeV.176427.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0229894
mc12_8TeV.176428.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0193351
mc12_8TeV.176429.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0160880
mc12_8TeV.176430.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0334653
mc12_8TeV.176431.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0275940
mc12_8TeV.176432.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0229894
mc12_8TeV.176433.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0193351
mc12_8TeV.176434.Herwigpp_UEEE3_CTEQ6L1_simplifiedModel_wC_noslep_WW.merge.NTUP_SUSY.e1694_a159_a171_r3549_p1328/    0.9*0.0336928
